,City,Country,Date,Latitude,Longitude,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
241,hokitika,RU,1612650364,57.3431,83.9261,31.8,98,100,12.26
242,hokitika,CN,1612650364,42.8,93.45,30.81,78,9,6.76
243,hokitika,ID,1612650364,-6.8844,112.2051,77.23,87,33,8.01
244,hokitika,ID,1612650364,-2.8833,108.2667,79.21,82,84,11.97
245,hokitika,US,1612650365,41.8666,-103.6672,14.0,73,90,18.41
246,hokitika,CD,1612650365,-7.5667,24.1833,66.87,96,100,2.46
247,hokitika,IN,1612650365,27.8667,78.2667,50.65,65,0,8.68
248,hokitika,ID,1612650171,-8.4667,140.3333,80.37,83,100,13.51
249,hokitika,ML,1612650366,22.6783,-3.9836,63.91,28,53,10.56
250,hokitika,AU,1612650293,-15.7667,128.7333,78.8,100,100,3.44
251,hokitika,US,1612650367,36.2946,-76.2511,46.99,53,1,3.44
252,hokitika,CA,1612650367,66.1451,-65.7125,23.29,80,78,2.53
253,hokitika,MN,1612650368,45.7625,106.2708,4.66,87,0,9.19
254,hokitika,NA,1612650368,-23.3167,17.0833,75.81,21,10,2.51
255,hokitika,IT,1612650368,41.7839,15.4437,46.4,100,13,6.91
256,hokitika,FO,1612650355,62.2266,-6.589,33.8,60,75,21.85
257,hokitika,US,1612650369,38.3645,-98.7648,21.2,73,90,18.41
258,hokitika,RU,1612650369,64.3833,-173.3,0.88,89,39,5.91
259,hokitika,IN,1612650369,24.9333,73.8167,51.17,44,0,3.6
260,hokitika,PT,1612650370,40.1629,-8.3327,52.0,80,49,1.01
261,hokitika,ZW,1612650370,-20.3267,30.0665,68.74,95,76,5.41
262,hokitika,ID,1612650370,-3.8004,102.2655,76.41,73,100,5.23
263,hokitika,RU,1612650371,54.3708,92.1358,14.05,95,88,3.65
264,hokitika,HT,1612650371,18.2342,-72.5347,89.6,43,20,16.11
265,hokitika,GF,1612650372,5.3833,-52.95,77.7,86,100,14.92
266,hokitika,SD,1612650372,13.6017,26.6876,60.4,33,0,13.58
267,hokitika,JP,1612650372,35.7,138.7333,37.4,70,1,2.44
268,hokitika,MX,1612650372,16.5167,-98.75,83.77,58,17,10.36
269,hokitika,PT,1612650373,37.7167,-25.4333,60.01,94,75,16.11
270,hokitika,PT,1612650359,38.5167,-28.7,60.8,94,75,18.41
271,hokitika,US,1612650373,37.1041,-113.5841,61.0,21,1,5.75
272,hokitika,NZ,1612650374,-46.2817,169.8464,63.81,67,1,4.83
273,hokitika,MG,1612650305,-20.2833,44.2833,80.89,80,98,3.89
274,hokitika,AU,1612650374,-33.8667,121.9,59.0,94,90,11.5
275,hokitika,MG,1612650375,-20.55,46.8,64.08,89,100,2.91
276,hokitika,BR,1612650375,-23.1606,-49.9694,72.5,68,6,1.1
