,City,Country,Date,Latitude,Longitude,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
354,mouzakion,SA,1612591542,18.3851,42.4509,53.6,76,75,9.22
355,mouzakion,ID,1612591543,-5.6667,132.75,84.06,78,100,20.71
356,mouzakion,RU,1612591543,64.3833,-173.3,6.98,93,97,3.69
357,mouzakion,ID,1612591544,-3.6954,128.1814,89.6,58,40,10.36
358,mouzakion,BR,1612591544,-4.8828,-66.8958,73.26,99,100,2.71
359,mouzakion,TM,1612591544,37.3482,59.6143,61.5,31,68,23.51
360,mouzakion,MX,1612591547,18.45,-88.9167,67.21,98,22,2.28
361,mouzakion,RU,1612591547,56.7179,63.7866,34.43,97,100,15.46
362,mouzakion,KH,1612591547,13.5859,102.9737,92.48,35,8,6.8
363,mouzakion,BR,1612591526,-22.9028,-43.2075,72.0,88,90,5.75
364,mouzakion,BR,1612591548,-6.2222,-57.7528,75.15,96,100,0.89
365,mouzakion,NC,1612591548,-22.6667,167.4833,79.41,78,1,10.16
366,mouzakion,JP,1612591549,26.1842,127.7558,75.2,43,20,12.66
367,mouzakion,JP,1612591549,32.6881,128.8419,57.2,67,75,8.05
368,mouzakion,GB,1612591550,58.5927,-3.5259,35.6,80,75,25.32
369,mouzakion,JP,1612591550,37.4,136.9,48.2,61,75,19.57
370,mouzakion,BR,1612591551,-32.2375,-53.0869,57.61,90,16,6.58
371,mouzakion,GB,1612591551,54.5234,-6.0353,41.0,87,90,13.8
372,mouzakion,AR,1612591551,-38.9516,-68.0591,73.4,46,0,3.44
373,mouzakion,AO,1612591552,-11.2061,13.8437,76.5,81,100,2.62
374,mouzakion,RU,1612591552,52.5933,58.3225,31.37,99,100,13.15
375,mouzakion,BR,1612591553,-28.2992,-54.2631,53.01,94,0,3.69
376,mouzakion,US,1612591553,46.1285,-112.9423,26.6,74,90,14.97
377,mouzakion,AR,1612591553,-31.5375,-68.5364,76.77,37,0,1.63
378,mouzakion,NZ,1612591311,-46.1333,167.6833,62.15,71,17,6.38
379,mouzakion,CA,1612591554,50.2453,-99.8436,-16.6,69,1,13.8
380,mouzakion,AU,1612591554,-14.25,129.55,87.67,64,19,10.56
381,mouzakion,PE,1612591424,-12.0432,-77.0282,72.0,88,75,10.36
382,mouzakion,ZA,1612591555,-28.8865,31.4699,75.04,83,35,0.09
383,mouzakion,GL,1612591556,65.4167,-52.9,20.48,76,100,5.44
384,mouzakion,US,1612591414,32.7668,-96.7836,48.0,66,1,9.22
385,mouzakion,ML,1612591375,11.417,-7.479,70.92,23,5,3.18
386,mouzakion,HK,1612591271,22.2855,114.1577,75.2,46,20,8.05
387,mouzakion,MN,1612591557,45.7625,106.2708,12.2,79,16,7.31
388,mouzakion,CO,1612591558,11.5444,-72.9072,75.9,79,100,14.16
389,mouzakion,IN,1612591558,13.8289,77.4933,82.36,28,29,8.28
390,mouzakion,BB,1612591558,13.2167,-59.5167,77.0,61,40,24.16
391,mouzakion,PA,1612591559,8.3333,-80.5167,75.99,51,100,4.18
392,mouzakion,MM,1612591559,25.3833,97.4,84.49,20,0,2.68
393,mouzakion,MX,1612591560,19.7333,-99.3667,64.4,39,1,9.22
394,mouzakion,BO,1612591562,-10.8368,-65.3614,73.4,98,97,0.34
395,mouzakion,PE,1612591528,-13.7,-76.2167,69.8,94,0,3.44
396,mouzakion,CD,1612591562,2.15,21.5167,72.48,89,60,1.5
397,mouzakion,CL,1612591563,-20.2208,-70.1431,69.8,64,0,3.44
398,mouzakion,JP,1612591563,35.7333,140.8333,62.01,33,20,3.44
399,mouzakion,CN,1612591563,42.8,93.45,40.08,58,3,3.38
400,mouzakion,RU,1612591564,59.7775,30.8181,10.99,79,75,11.18
401,mouzakion,CA,1612591565,51.226,-58.6502,28.78,98,87,7.99
402,mouzakion,CA,1612591566,50.0334,-66.8654,30.99,100,100,6.91
403,mouzakion,RU,1612591566,61.1333,74.8167,31.86,98,100,11.25
404,mouzakion,GH,1612591567,4.8699,-2.2405,79.05,88,58,8.63
405,mouzakion,SO,1612591567,9.56,44.065,62.76,64,18,5.44
406,mouzakion,US,1612591567,47.0529,-122.2943,45.0,87,90,8.05
407,mouzakion,RU,1612591568,66.3167,-179.1667,-6.83,94,100,13.0
408,mouzakion,PA,1612591422,8.9936,-79.5197,78.8,89,75,8.05
409,mouzakion,CF,1612591570,3.8678,17.9892,70.97,58,71,1.48
410,mouzakion,NC,1612591570,-21.35,165.15,80.58,73,26,3.8
411,mouzakion,EG,1612591571,27.2574,33.8129,59.0,77,0,12.66
412,mouzakion,CL,1612591372,-37.6167,-73.65,56.52,95,12,0.83
413,mouzakion,RU,1612591571,50.5994,97.5228,11.05,86,87,2.01
414,mouzakion,HN,1612591572,15.0,-83.2333,76.64,89,85,4.47
415,mouzakion,PK,1612591572,24.1447,67.4497,77.86,19,0,6.04
416,mouzakion,US,1612591572,26.6503,-80.4498,64.0,96,33,3.51
417,mouzakion,MX,1612591573,24.8247,-107.5331,62.6,77,1,4.61
418,mouzakion,MZ,1612591573,-25.9653,32.5892,78.8,89,75,6.91
419,mouzakion,SR,1612591574,5.7,-55.2333,78.01,94,40,1.14
420,mouzakion,RU,1612591575,62.7161,129.6658,-34.6,67,100,4.47
421,mouzakion,CA,1612591576,47.3821,-61.8597,30.2,93,82,6.91
422,mouzakion,OM,1612591576,22.6906,58.5334,71.06,33,0,2.57
423,mouzakion,TD,1612591576,11.9801,18.2138,64.94,26,11,9.35
424,mouzakion,BR,1612591577,-7.4706,-34.8086,75.2,94,20,2.3
425,mouzakion,MX,1612591577,19.1194,-98.1708,58.32,47,0,4.56
426,mouzakion,BR,1612591436,-20.3297,-40.2925,82.4,65,0,9.22
427,mouzakion,PT,1612591578,33.0833,-16.3333,57.2,67,40,18.41
428,mouzakion,BR,1612591578,-14.5489,-49.9692,72.27,93,100,2.91
429,mouzakion,US,1612591580,28.017,-97.5169,60.8,88,90,12.66
430,mouzakion,LY,1612591580,32.6167,14.0,61.93,35,32,10.36
431,mouzakion,NO,1612591581,70.2396,22.3479,26.6,86,90,3.44
432,mouzakion,CD,1612591582,-1.95,18.2667,74.46,89,98,4.23
433,mouzakion,NZ,1612591582,-39.8833,176.6333,62.01,72,89,8.99
434,mouzakion,US,1612591486,41.1415,-73.3579,37.4,60,1,6.91
435,mouzakion,BR,1612591583,-13.7975,-47.4583,69.13,87,100,2.46
436,mouzakion,YE,1612591583,14.4,46.4667,72.07,18,0,3.24
437,mouzakion,RU,1612591583,66.6572,66.4183,-20.76,84,95,15.52
438,mouzakion,CA,1612591584,70.4692,-68.5914,-13.0,77,75,4.61
439,mouzakion,PG,1612591584,-8.7537,148.2534,84.61,76,100,4.32
440,mouzakion,PT,1612591585,40.1629,-8.3327,51.01,91,100,11.01
441,mouzakion,US,1612591585,37.6775,-113.0619,37.4,41,1,14.97
442,mouzakion,RU,1612591585,59.5833,151.2833,3.58,86,98,18.16
443,mouzakion,PK,1612591586,28.8947,64.4101,62.74,23,0,4.94
444,mouzakion,US,1612591470,40.8,-96.667,16.0,79,20,8.05
445,mouzakion,MU,1612591586,-19.9842,57.6142,78.01,85,17,7.0
446,mouzakion,IQ,1612591587,34.9311,43.487,58.15,78,100,4.99
447,mouzakion,BR,1612591587,-12.7406,-60.1458,69.98,98,100,1.72
448,mouzakion,ML,1612591587,18.9048,-3.5265,73.85,18,100,9.64
449,mouzakion,ID,1612591587,-4.9408,122.5276,87.82,59,46,9.31
450,mouzakion,CN,1612591588,35.0231,110.9928,61.27,26,16,3.24
451,mouzakion,ES,1612591562,28.6585,-17.9182,57.2,58,0,5.75
452,mouzakion,GB,1612591588,51.5877,-2.9984,35.01,94,58,3.65
453,mouzakion,QA,1612591589,25.2867,51.5333,77.0,78,0,11.5
454,mouzakion,RU,1612591589,64.5232,34.7668,-1.01,93,45,7.94
455,mouzakion,RU,1612591591,53.6072,92.8667,20.01,92,99,1.74
456,mouzakion,NA,1612591591,-26.6481,15.1594,69.78,51,0,21.12
457,mouzakion,NZ,1612591591,-35.6167,174.5,69.01,72,100,5.01
458,mouzakion,CA,1612591592,50.1001,-91.917,-5.8,71,75,13.8
459,mouzakion,CL,1612591592,-29.9533,-71.3436,60.8,82,90,6.91
460,mouzakion,CA,1612591592,68.2191,-135.0107,-18.4,76,45,3.44
461,mouzakion,AU,1612591593,-37.8333,140.7667,69.8,56,40,21.85
462,mouzakion,BR,1612591593,-2.7619,-42.2744,79.27,80,99,13.71
463,mouzakion,RU,1612591593,54.2111,72.9651,32.86,99,95,10.56
464,mouzakion,RU,1612591595,65.5833,-171.0,2.53,92,100,7.65
465,mouzakion,TR,1612591596,36.9559,36.2,53.01,66,0,5.99
466,mouzakion,RU,1612591596,61.0749,50.1031,-0.27,92,100,10.74
467,mouzakion,AR,1612591596,-33.295,-66.3356,68.79,39,0,10.74
468,mouzakion,AU,1612591597,-41.45,147.1667,64.99,67,75,24.16
469,mouzakion,NE,1612591597,14.3521,3.3168,68.76,21,38,12.86
470,mouzakion,US,1612591597,44.0625,-103.1463,14.0,85,90,13.8
471,mouzakion,US,1612591598,21.3469,-158.0858,68.0,68,1,4.61
472,mouzakion,JP,1612591598,39.2667,141.8833,44.6,76,75,11.5
473,mouzakion,PG,1612591599,-6.1219,141.2906,93.6,46,95,7.07
474,mouzakion,EC,1612591599,-1.3333,-80.5833,77.0,83,75,3.06
475,mouzakion,CA,1612591600,53.8251,-101.2541,-20.2,63,1,11.5
476,mouzakion,BW,1612591600,-23.8833,24.75,66.0,95,100,10.96
477,mouzakion,US,1612591600,33.1385,-95.6011,46.0,53,90,4.61
478,mouzakion,FR,1612591601,46.4154,3.9054,43.0,100,90,4.61
479,mouzakion,CD,1612591601,-0.2167,20.8667,74.68,84,92,2.42
480,mouzakion,NE,1612591601,18.6853,12.9164,56.84,35,9,5.48
481,mouzakion,US,1612591422,47.5001,-120.5015,44.6,53,1,8.05
482,mouzakion,GL,1612591603,61.994,-49.6678,21.29,77,11,3.56
483,mouzakion,ID,1612591604,-7.6331,109.2461,87.75,64,46,2.98
484,mouzakion,ES,1612591605,39.522,-6.3748,46.99,95,99,4.14
485,mouzakion,GB,1612591605,55.756,-4.8556,37.99,92,99,3.0
486,mouzakion,US,1612591219,20.8783,-156.6825,69.8,64,40,5.75
487,mouzakion,AU,1612591606,-38.2667,141.9667,68.7,58,48,15.5
488,mouzakion,PL,1612591607,54.0924,18.7779,15.8,92,40,2.3
489,mouzakion,US,1612591587,36.8767,-89.5879,33.8,93,1,1.7
490,mouzakion,BR,1612591607,1.0,-52.0,72.66,99,100,2.3
491,mouzakion,PH,1612591608,11.4463,122.5497,84.16,69,93,9.24
492,mouzakion,ET,1612591609,9.8,38.7333,58.15,38,60,1.41
493,mouzakion,CA,1612591610,54.7682,-101.865,-27.26,82,72,11.01
494,mouzakion,RU,1612591610,50.35,90.5,18.61,88,94,3.09
495,mouzakion,RU,1612591610,53.9202,102.0442,11.8,93,90,5.06
496,mouzakion,JP,1612591611,28.3667,129.4833,73.4,64,75,12.66
497,mouzakion,IN,1612591611,22.2394,68.9678,75.42,35,0,19.04
498,mouzakion,PE,1612591530,-9.0853,-78.5783,69.3,78,75,5.32
499,mouzakion,GW,1612591613,11.2833,-15.8333,75.88,55,83,17.76
500,mouzakion,CN,1612591613,48.4833,124.8333,6.22,83,0,5.03
501,mouzakion,SS,1612591614,9.2333,29.8333,70.45,22,49,12.77
502,mouzakion,IS,1612591615,64.8945,-23.7142,37.2,78,100,19.3
503,mouzakion,PG,1612591616,-7.2,146.65,79.81,71,99,0.74
504,mouzakion,ID,1612591616,-7.95,110.2833,85.78,68,99,4.94
505,mouzakion,NO,1612591616,63.7256,8.834,21.2,86,40,13.8
506,mouzakion,SV,1612591617,13.7167,-88.3667,69.37,72,63,1.36
507,mouzakion,RS,1612591617,42.5011,22.4724,39.99,76,0,3.36
508,mouzakion,KR,1612591617,35.2442,129.2139,57.2,21,0,9.22
509,mouzakion,US,1612591618,29.5958,-90.7195,53.6,71,90,8.05
510,mouzakion,SE,1612591618,63.2909,18.7153,17.6,86,90,11.5
511,mouzakion,US,1612591319,45.5234,-122.6762,46.4,71,90,3.2
512,mouzakion,ID,1612591618,4.1363,96.1285,86.54,61,43,5.64
513,mouzakion,PE,1612591619,-7.3333,-75.0167,72.46,95,89,0.56
514,mouzakion,VU,1612591619,-16.0999,167.4164,83.34,68,59,4.27
515,mouzakion,ZA,1612591620,-25.7023,28.2591,68.0,87,100,4.12
516,mouzakion,TH,1612591620,17.4257,102.5669,84.2,42,0,5.75
517,mouzakion,US,1612591438,44.7631,-85.6206,12.2,79,90,12.66
518,mouzakion,TN,1612591621,35.035,10.9081,50.0,76,0,4.61
519,mouzakion,SB,1612591596,-8.103,156.8419,85.33,69,43,10.94
520,mouzakion,BR,1612591402,-2.9248,-39.9167,77.67,82,46,10.33
521,mouzakion,US,1612591623,47.9417,-97.4337,-5.8,71,1,10.36
522,mouzakion,RU,1612591623,65.2,31.1667,9.36,95,99,4.03
523,mouzakion,RO,1612591624,47.5667,22.95,41.0,100,90,1.14
524,mouzakion,IN,1612591624,22.6667,70.7333,78.01,28,0,16.44
525,mouzakion,TZ,1612591625,-7.2,35.7333,68.0,77,75,2.3
526,mouzakion,US,1612591382,47.5002,-111.3008,-2.0,77,90,8.05
527,mouzakion,RU,1612591626,59.1766,61.8558,34.99,98,100,6.6
528,mouzakion,NC,1612591626,-20.2333,164.0167,80.4,68,3,6.69
529,mouzakion,EC,1612591627,0.6,-80.0333,77.18,89,97,6.15
530,mouzakion,AU,1612591425,-32.25,148.6167,69.8,94,90,9.22
531,mouzakion,MW,1612591627,-14.3779,34.3332,66.29,98,99,3.53
532,mouzakion,IT,1612591628,39.1672,8.5222,46.4,100,0,3.44
533,mouzakion,CA,1612591489,54.0166,-124.0198,16.63,96,100,6.15
534,mouzakion,IN,1612591629,26.1,89.8333,79.92,28,0,3.0
535,mouzakion,US,1612591630,41.1501,-82.5499,18.0,73,60,10.0
536,mouzakion,DO,1612591630,18.4616,-69.2972,75.99,94,40,4.61
537,mouzakion,NZ,1612591631,-45.8742,170.5036,62.01,73,20,10.0
538,mouzakion,CL,1612591631,-37.0333,-72.4,59.0,100,0,4.61
539,mouzakion,PL,1612591631,53.9165,15.2003,23.0,86,0,5.75
540,mouzakion,IN,1612591632,25.5198,90.2201,77.88,29,0,6.2
541,mouzakion,RU,1612591627,66.0317,60.1659,-21.33,87,74,11.74
542,mouzakion,RU,1612591633,51.0333,90.2333,17.92,91,100,1.95
543,mouzakion,PY,1612591633,-23.2667,-55.5333,60.94,92,7,5.17
544,mouzakion,RU,1612591634,58.4127,51.2782,13.68,96,99,9.73
545,mouzakion,UG,1612591634,1.4356,31.3436,77.61,31,94,7.14
546,mouzakion,SD,1612591345,13.1809,32.74,65.28,29,6,18.86
547,mouzakion,RU,1612591635,56.9064,118.2631,-4.77,79,89,1.05
548,mouzakion,CF,1612591635,8.0777,22.4007,65.89,26,16,11.68
549,mouzakion,CO,1612591486,3.8653,-67.9239,75.27,95,100,0.09
550,mouzakion,AU,1612591636,-20.7377,116.8463,84.42,62,21,16.69
551,mouzakion,RU,1612591637,63.4453,120.3167,-28.86,83,42,2.26
552,mouzakion,US,1612591637,34.2542,-110.0298,32.0,64,1,5.1
553,mouzakion,AU,1612591477,-28.7667,114.6,80.6,57,90,29.93
554,mouzakion,RU,1612591641,66.9672,30.3491,18.0,91,100,3.0
555,mouzakion,NE,1612591641,13.049,3.1937,70.38,21,61,13.78
556,mouzakion,AU,1612591642,-27.1833,151.2667,91.4,27,100,6.91
557,mouzakion,AU,1612591642,-34.7333,135.8667,66.87,67,89,17.76
